	simpson
22001612560542|GFM-1079-010	0.9819389300575359
22001612560543|GFM-1079-005	0.9699279833257967
22001612560544|GFM-1079-007	0.978895380625788
22001612560545|GFM-1079-013	0.976198506563876
22001612560546|GFM-1079-001	0.9752435409651063
22001612560547|GFM-1079-005	0.9790431873760403
22001612560550|GFM-1079-010	0.9825644752360558
22001612560552|GFM-1079-017	0.9610794960611024
22001612560554|GFM-1079-013	0.9809596051564797
22001612560556|GFM-1079-001	0.9866899313092706
22001612560558|GFM-1079-008	0.9290824927132854
22001612560560|GFM-1079-014	0.9802506504037559
22001612560564|GFM-1079-014	0.9877232365094027
22001612560565|GFM-1079-009	0.9764304365189632
22001612560566|GFM-1079-006	0.973454447670688
22001612560567|GFM-1079-014	0.9724060177616592
22001612560569|GFM-1079-008	0.9736050343850404
22001612560571|GFM-1079-014	0.9221374394120272
22001612560572|GFM-1079-011	0.9886881183785828
22001612560573|GFM-1079-001	0.9472339008377965
22001612560574|GFM-1079-001	0.971385206423172
22001612560576|GFM-1079-021	0.9552847833834666
22001612560577|GFM-1079-007	0.9872055667194073
22001612560579|GFM-1079-008	0.9695106798258948
22001612560580|GFM-1079-006	0.9770470027329763
22001612560583|GFM-1079-008	0.9776696294817515
22001612560584|GFM-1079-007	0.981924774608153
22001612560585|GFM-1079-007	0.986149116454182
22001612560586|GFM-1079-011	0.9694072566404116
22001612560587|GFM-1079-008	0.979352413114552
22001612560588|GFM-1079-008	0.9709337551650149
22001612560589|GFM-1079-009	0.9839873695047173
22001612560592|GFM-1079-010	0.9627126131322234
22001612560598|GFM-1079-006	0.9824515937819105
22001612560599|GFM-1079-010	0.9655347240442806
22001612560604|GFM-1079-008	0.9775423689029509
22001612560605|GFM-1079-014	0.9597688974303966
22001612560607|GFM-1079-009	0.957738628936298
22001612560609|GFM-1079-019	0.9835023030484772
22001612560611|GFM-1079-017	0.9128686876128724
22001612560612|GFM-1079-009	0.977226060114146
22001612560613|GFM-1079-007	0.9616790203495982
22001612560614|GFM-1079-008	0.9738064060374344
22001612560615|GFM-1079-007	0.9885607725901547
22001612560616|GFM-1079-002	0.988339025185564
22001612560618|GFM-1079-008	0.9766821351076506
22001612560619|GFM-1079-005	0.9872257614011454
22001612560620|GFM-1079-004	0.9712235531084368
22001612560622|GFM-1079-003	0.9650427449570027
22001612560624|GFM-1079-009	0.9756747442855082
22001612560625|GFM-1079-010	0.9900095386319921
22001612560627|GFM-1079-011	0.9854104554950408
22001612560628|GFM-1079-007	0.9582604420444348
22001612560630|GFM-1079-021	0.9352860944400989
22001612560631|GFM-1079-013	0.9839913850084173
22001612560633|GFM-1079-006	0.8006095087266082
22001612560634|GFM-1079-009	0.9861309348498957
22001612560636|GFM-1079-015	0.9802689385200767
22001612560637|GFM-1079-001	0.9668075641587621
22001612560638|GFM-1079-008	0.9894970453268727
22001612560639|GFM-1079-010	0.9781896105828951
22001612560640|GFM-1079-015	0.9453730397345435
22001612560642|GFM-1079-009	0.979226803472286
22001612560643|GFM-1079-012	0.9800135759174032
22001612560644|GFM-1079-006	0.9690532319401962
22001612560645|GFM-1079-003	0.9635705569187824
22001612560647|GFM-1079-021	0.9835891849150051
22001612560648|GFM-1079-013	0.9837202479734368
22001612560649|GFM-1079-011	0.959530448938799
22001612560650|GFM-1079-026	0.9726378092511017
22001612560651|GFM-1079-016	0.9853184503996542
22001612560652|GFM-1079-006	0.9897851071241325
22001612560653|GFM-1079-013	0.9725224993225702
22001612560655|GFM-1079-017	0.9558585424108208
22001612560659|GFM-1079-003	0.9840175443640864
22001612560660|GFM-1079-010	0.9757353709355361
22001612560661|GFM-1079-004	0.9716199695983765
22001612560662|GFM-1079-015	0.9679550928646742
22001612560663|GFM-1079-018	0.9814485806043854
22001612560664|GFM-1079-016	0.9724031525879316
22001612560665|GFM-1079-003	0.9509948514266028
22001612560666|GFM-1079-015	0.9835191639035359
22001612560668|GFM-1079-014	0.9470344250996163
22001612560669|GFM-1079-017	0.9853856594934131
22001612560671|GFM-1079-009	0.9665208231107298
22001612560672|GFM-1079-002	0.8855016558920069
22001612560674|GFM-1079-006	0.9774492347799988
22001612560676|GFM-1079-020	0.9815725606125238
22001612560682|GFM-1079-001	0.9820584152578191
22001612560683|GFM-1079-019	0.977380033911195
22001612560684|GFM-1079-018	0.9407424609889955
22001612560685|GFM-1079-001	0.8618338297335576
22001612560686|GFM-1079-003	0.9829475244656679
22001612560687|GFM-1079-005	0.977525955398437
22001612560688|GFM-1079-010	0.9031661762044882
22001612560689|GFM-1079-004	0.9730648266485484
22001612560690|GFM-1079-002	0.9795481928851356
22001612560691|GFM-1079-015	0.983162582914493
22001612560695|GFM-1079-010	0.9775118851586818
22001612560697|GFM-1079-009	0.9870779013948757
22001612560699|GFM-1079-003	0.9767026173718817
22001612560701|GFM-1079-004	0.9835880771898465
22001612560702|GFM-1079-001	0.9784845211039723
22001612560703|GFM-1079-011	0.9833313938379454
22001612560704|GFM-1079-008	0.9551457106200417
22001612560705|GFM-1079-001	0.9327058510559462
22001612560707|GFM-1079-004	0.9812617584959018
22001612560708|GFM-1079-008	0.9732761891297769
22001612560709|GFM-1079-010	0.9865218872724664
22001612560710|GFM-1079-003	0.9772317798103978
22001612560711|GFM-1079-008	0.9841830001584526
22001612560714|GFM-1079-010	0.9743581170736506
22001612560715|GFM-1079-008	0.9390719049377536
22001612560719|GFM-1079-008	0.9789009405539879
22001612560721|GFM-1079-005	0.9763422871592249
22001612560725|GFM-1079-008	0.9782683975348024
22001612560728|GFM-1079-007	0.980962747261497
22001612560729|GFM-1079-002	0.9800493107049724
22001612560730|GFM-1079-003	0.9567135571164315
22001612560731|GFM-1079-003	0.9798677396397888
22001612560733|GFM-1079-013	0.9875006050549259
22001612560735|GFM-1079-003	0.9758659759922194
22001612560736|GFM-1079-002	0.9496162235594725
22001612560737|GFM-1079-008	0.9881641963321633
22001612560739|GFM-1079-008	0.9665291736542334
22001612560740|GFM-1079-008	0.970406999898478
22001612560741|GFM-1079-005	0.9784207097441134
22001612560744|GFM-1079-003	0.9820967063342159
22001612560745|GFM-1079-020	0.9830510861167959
22001612560746|GFM-1079-015	0.9844138117371778
22001612560749|GFM-1079-004	0.978180056453402
22001612560752|GFM-1079-003	0.9628307136760584
22001612560754|GFM-1079-002	0.9745619491540413
22001612560755|GFM-1079-002	0.9732413277408906
22001612560756|GFM-1079-002	0.9716554274546559
22001612560757|GFM-1079-003	0.980501273220895
22001612560758|GFM-1079-002	0.960055212430291
22001612560760|GFM-1079-003	0.9407791756872819
22001612560764|GFM-1079-003	0.9808418561023585
22001612560766|GFM-1079-010	0.9828052776436155
22001612560767|GFM-1079-006	0.9866416067992255
22001612560768|GFM-1079-001	0.9785156332692448
22001612560769|GFM-1079-007	0.9623106260628803
22001612560770|GFM-1079-002	0.9756390840563632
22001612560772|GFM-1079-002	0.9682143751102167
22001612560774|GFM-1079-008	0.9380625436429733
22001612560775|GFM-1079-005	0.9505442309623146
22001612560777|GFM-1079-002	0.9735583501603264
22001612560778|GFM-1079-001	0.9566503315727621
22001612560780|GFM-1079-002	0.9114762664372766
22001612560782|GFM-1079-001	0.9724227721046835
22001612560784|GFM-1079-011	0.9747820243196905
22001612560785|GFM-1079-003	0.9389607809321773
22001612560787|GFM-1079-007	0.9707493828333243
22001612560788|GFM-1079-006	0.9285314314004796
22001612560789|GFM-1079-003	0.9748808355340806
22001612560790|GFM-1079-007	0.9773512437082742
22001612560791|GFM-1079-010	0.9100816511137706
22001612560792|GFM-1079-001	0.9449242619284518
22001612560793|GFM-1079-003	0.9666777259887271
22001612560794|GFM-1079-001	0.977423842310978
22001612560795|GFM-1079-001	0.9703932811484366
22001612560796|GFM-1079-014	0.9745623858533826
22001612560797|GFM-1079-006	0.965821678116382
22001612560798|GFM-1079-006	0.9845667630186957
22001612560799|GFM-1079-012	0.988893888978001
22001612560800|GFM-1079-004	0.9547022158108605
22001612560802|GFM-1079-006	0.9730867361740416
22001612560805|GFM-1079-010	0.9647540653899428
22001612560806|GFM-1079-003	0.9742621497305812
22001612560807|GFM-1079-014	0.9429618309491156
22001612560849|GFM-1079-017	0.9868204511563263
22001612560851|GFM-1079-013	0.9800643075994275
22001612560853|GFM-1079-002	0.9761456552923654
22001612560854|GFM-1079-008	0.9782201582343849
22001612560855|GFM-1079-012	0.9744072510751578
22001612560857|GFM-1079-009	0.9743856930393784
22001612560858|GFM-1079-005	0.9749712322977465
22001612560859|GFM-1079-009	0.9347110466171275
22001612560860|GFM-1079-003	0.9893723090832893
22001612560861|GFM-1079-003	0.9788444891757119
22001612560862|GFM-1079-002	0.9483821538255429
22001612560863|GFM-1079-004	0.9749450729420774
22001612560864|GFM-1079-002	0.985007786748677
22001612560865|GFM-1079-008	0.9767325046487577
22001612560866|GFM-1079-008	0.9828799851846021
22001612560870|GFM-1079-004	0.9745544507068136
22001612560872|GFM-1079-006	0.9728188477561128
22001612560875|GFM-1079-003	0.9559212034407072
22001612560876|GFM-1079-018	0.9757263706686222
22001612560879|GFM-1079-007	0.8856624677616697
22001612560881|GFM-1079-014	0.9749569916387361
22001612560882|GFM-1079-003	0.9845798639989372
22001612560883|GFM-1079-009	0.981910448739515
22001612560884|GFM-1079-012	0.9741129263702702
22001612560885|GFM-1079-011	0.97686950042751
22001612560887|GFM-1079-019	0.9805525268118883
22001612560889|GFM-1079-009	0.9762857718737281
22001612560896|GFM-1079-008	0.9878302704528549
22001612560897|GFM-1079-005	0.9767266784404715
22001612560898|GFM-1079-018	0.9777003155988861
22001612560901|GFM-1079-003	0.972107539087427
22001612560902|GFM-1079-005	0.9326549702570736
22001612560904|GFM-1079-013	0.9714255105770204
22001612560906|GFM-1079-003	0.9666319684187131
22001612560907|GFM-1079-006	0.9874003985328841
22001612560908|GFM-1079-006	0.9649226526381228
22001612560910|GFM-1079-002	0.9798633087391543
22001612560914|GFM-1079-007	0.9847851978990139
22001612560915|GFM-1079-015	0.9853207191059887
22001612560916|GFM-1079-013	0.9888771239837734
22001612560917|GFM-1079-013	0.9795799760762254
22001612560918|GFM-1079-010	0.9907843923804507
22001612560919|GFM-1079-008	0.9872805724940904
22001612560920|GFM-1079-006	0.963799717560973
22001612560921|GFM-1079-006	0.9762706045600177
22001612560922|GFM-1079-014	0.9728493847563991
22001612560924|GFM-1079-001	0.9158561904120753
22001612560925|GFM-1079-018	0.9157935506845957
22001612560926|GFM-1079-002	0.9813670988980058
22001612560929|GFM-1079-012	0.9782768119855265
22001612560930|GFM-1079-009	0.9857453080290491
22001612560931|GFM-1079-001	0.9800816797122518
22001612560933|GFM-1079-018	0.9886357038064136
22001612560935|GFM-1079-001	0.9178265884915909
22001612560936|GFM-1079-001	0.94435659538947
22001612560939|GFM-1079-003	0.974949482540305
22001612560941|GFM-1079-019	0.9764540502370082
22001612560946|GFM-1079-001	0.9430517271062194
22001612560948|GFM-1079-019	0.9685683891592286
22001612560951|GFM-1079-018	0.971890393002726
22001612560956|GFM-1079-001	0.9636685692929139
22001612560957|GFM-1079-008	0.9846841605831032
22001612560958|GFM-1079-018	0.9794747741397664
22001612560960|GFM-1079-006	0.9871668069900589
22001612560963|GFM-1079-001	0.9386476355507966
22001612560964|GFM-1079-009	0.9814812797989717
22001612560966|GFM-1079-010	0.9672146638057605
22001612560967|GFM-1079-009	0.9579167490115643
22001612560968|GFM-1079-006	0.9763065204180454
22001612560969|GFM-1079-003	0.987587039570909
22001612560971|GFM-1079-008	0.9684685873829177
22001612560974|GFM-1079-002	0.9787609304846597
22001612560975|GFM-1079-001	0.9679680979840846
22001612560976|GFM-1079-002	0.9219695551432747
22001612560977|GFM-1079-010	0.9841229167198007
22001612560980|GFM-1079-012	0.9550771914282588
22001612560982|GFM-1079-004	0.9821356684364299
22001612560986|GFM-1079-020	0.9771947881808218
22001612560988|GFM-1079-013	0.9830763294689684
22001612560989|GFM-1079-003	0.9716471514695766
22001612560990|GFM-1079-002	0.9207364440176554
22001612560993|GFM-1079-021	0.945392819019347
22001612560995|GFM-1079-008	0.9815946299060688
22001612560996|GFM-1079-012	0.9735776394897714
22001612560997|GFM-1079-006	0.9828059699718397
22001612560998|GFM-1079-021	0.9739103617830901
22001612560999|GFM-1079-022	0.9861377196664923
22001612561000|GFM-1079-005	0.9759847475618716
22001612561004|GFM-1079-018	0.9732375572148698
22001612561010|GFM-1079-012	0.9756622717262702
22001612561011|GFM-1079-005	0.9880899893977388
22001612561012|GFM-1079-001	0.9684231280466004
22001612561014|GFM-1079-003	0.9810520789048182
22001612561016|GFM-1079-005	0.9479040106515443
22001612561019|GFM-1079-018	0.9782248128102918
22001612561020|GFM-1079-007	0.9502983798843203
22001612561021|GFM-1079-007	0.9717252141396494
22001612561023|GFM-1079-003	0.9305588666744609
22001612561024|GFM-1079-002	0.9805536558394539
22001612561025|GFM-1079-007	0.9708582913885835
22001612561026|GFM-1079-009	0.9562062829010016
22001612561027|GFM-1079-002	0.9580533187421787
22001612561028|GFM-1079-001	0.9854552118519306
22001612561029|GFM-1079-006	0.9833872061440146
22001612561030|GFM-1079-001	0.9697435044820717
22001612561031|GFM-1079-016	0.9456596955729482
22001612561032|GFM-1079-013	0.9745403485134481
22001612561033|GFM-1079-011	0.9660305695184105
22001612561034|GFM-1079-002	0.9583524151862111
22001612561036|GFM-1079-006	0.9826466599218631
22001612561037|GFM-1079-005	0.9809720564133109
22001612561038|GFM-1079-005	0.9647010650015839
22001612561040|GFM-1079-018	0.9829759631788749
22001612561043|GFM-1079-008	0.9738657758454554
22001612561044|GFM-1079-005	0.9566023905060412
22001612561045|GFM-1079-009	0.9815238739615616
